,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,New_Price,Price,Brand,Model
997,Coimbatore,2017,24852,Diesel,Automatic,First,26.59,1248.0,74.0,5.0,7.92,8.08,Maruti,Swift Dzire AMT ZDI
998,Pune,2014,37632,Petrol,Automatic,First,18.9,1197.0,82.0,5.0,9.76,4.5,Hyundai,Grand i10 AT Asta
999,Chennai,2013,55000,Petrol,Manual,Second,16.95,1498.0,97.7,5.0,9.51,4.3,Nissan,Sunny 2011-2014 XV Special Edition
1000,Hyderabad,2010,81448,Petrol,Manual,First,19.0,998.0,66.1,5.0,7.92,2.6,Maruti,A-Star Lxi
1001,Hyderabad,2018,1900,Petrol,Manual,First,25.17,799.0,53.3,5.0,4.8,4.45,Renault,KWID RXT Optional
1002,Coimbatore,2012,54957,Petrol,Automatic,First,17.1,1591.0,121.4,5.0,9.76,5.37,Hyundai,Verna 1.6 SX VTVT (O) AT
1003,Chennai,2008,55000,Petrol,Manual,Second,18.9,1061.0,67.0,5.0,7.92,1.75,Maruti,Wagon R LXI Minor
1004,Kolkata,2013,21983,Diesel,Automatic,First,18.88,1995.0,184.0,5.0,54.43,16.5,BMW,3 Series 320d Sport Line
1005,Delhi,2013,76000,Diesel,Automatic,First,18.48,1995.0,177.0,5.0,54.43,19.0,BMW,5 Series 2003-2012 520d
1006,Jaipur,2016,65000,Diesel,Manual,First,25.0,1396.0,69.01,5.0,7.69,2.8,Tata,Indigo CS eVX
1007,Hyderabad,2015,26000,Diesel,Manual,First,22.54,1396.0,88.73,5.0,9.76,6.2,Hyundai,i20 Sportz 1.4 CRDi
1008,Kochi,2019,11571,Petrol,Manual,First,16.8,796.0,34.2,8.0,7.92,3.8,Maruti,Omni E MPI STD BS IV
1009,Hyderabad,2014,81000,Diesel,Manual,First,25.2,1248.0,74.0,5.0,7.92,6.1,Maruti,Swift ZDi
1010,Coimbatore,2019,23154,Diesel,Manual,First,23.0,1498.0,98.96,5.0,12.12,11.65,Ford,Ecosport Signature Edition Diesel
1011,Mumbai,2014,26856,Petrol,Automatic,First,16.5,1198.0,86.8,5.0,10.940000000000001,4.15,Honda,Brio VX AT
1012,Chennai,2017,67489,Diesel,Manual,First,13.68,2393.0,147.8,7.0,19.37,16.5,Toyota,Innova Crysta 2.4 GX MT
1013,Bangalore,2008,176000,Diesel,Manual,Second,10.5,2179.0,120.0,8.0,11.28,4.3,Mahindra,Scorpio 2.6 LX
1014,Kolkata,2010,18000,Petrol,Manual,First,18.5,1197.0,80.0,5.0,9.76,2.25,Hyundai,i20 1.2 Magna
1015,Ahmedabad,2014,63003,Diesel,Manual,First,22.32,1582.0,126.32,5.0,9.76,6.75,Hyundai,Verna 1.6 SX
1016,Chennai,2014,80000,Diesel,Manual,First,15.1,2179.0,140.0,7.0,11.28,9.4,Mahindra,XUV500 W6 2WD
1017,Coimbatore,2014,56658,Diesel,Manual,First,20.64,1498.0,108.5,5.0,12.14,5.39,Volkswagen,Vento 1.5 TDI Comfortline
1018,Kochi,2019,18592,Diesel,Manual,First,26.59,1248.0,74.0,5.0,7.92,8.51,Maruti,Swift Dzire VDI Optional
1019,Pune,2010,75695,Petrol,Manual,First,13.7,1368.0,88.8,5.0,7.69,1.85,Tata,Manza Aura Safire BS IV
1020,Kolkata,2012,82000,Diesel,Manual,Second,22.9,1248.0,74.0,5.0,7.92,2.5,Maruti,Swift VDI
1021,Chennai,2013,60000,Diesel,Manual,First,22.07,1199.0,73.9,5.0,11.26,4.75,Volkswagen,Polo Diesel Highline 1.2L
1022,Pune,2009,138000,Petrol,Manual,Second,17.0,1497.0,118.0,5.0,10.940000000000001,3.5,Honda,City 1.5 V MT
1023,Bangalore,2014,67000,Diesel,Manual,First,23.0,1396.0,90.0,5.0,9.76,5.5,Hyundai,i20 Asta (o) 1.4 CRDi (Diesel)
1024,Coimbatore,2012,42750,Petrol,Manual,First,17.0,1497.0,118.0,5.0,10.940000000000001,6.33,Honda,City 1.5 V MT
1025,Kochi,2014,52398,Diesel,Manual,First,25.44,936.0,57.6,5.0,,2.47,Chevrolet,Beat Diesel
1026,Kochi,2014,36657,Petrol,Manual,First,16.2,995.0,62.1,5.0,,3.3,Chevrolet,Spark 1.0 LS
1027,Delhi,2011,77000,Diesel,Manual,Second,11.57,2179.0,138.1,7.0,7.69,3.5,Tata,New Safari DICOR 2.2 EX 4x2
1028,Delhi,2014,85000,Diesel,Automatic,First,11.3,2987.0,254.8,7.0,70.85,38.75,Mercedes-Benz,GL-Class 350 CDI Blue Efficiency
1029,Pune,2008,112500,Diesel,Automatic,First,11.5,2993.0,235.0,5.0,54.43,7.99,BMW,5 Series 2003-2012 530d Highline
1030,Kochi,2013,105072,Diesel,Manual,First,14.24,2755.0,174.5,7.0,36.69,13.28,Toyota,Fortuner 2.8 4WD MT
1031,Pune,2012,80000,Petrol,Automatic,First,11.25,1995.0,150.0,5.0,54.43,9.5,BMW,X1 sDrive 18i
1032,Kochi,2019,3102,Diesel,Manual,First,20.37,1461.0,108.45,5.0,12.69,14.01,Renault,Captur 1.5 Diesel Platine Mono
1033,Coimbatore,2016,14656,Diesel,Manual,First,24.4,1120.0,71.0,5.0,9.76,6.99,Hyundai,Xcent 1.1 CRDi S
1034,Hyderabad,2010,105000,Diesel,Automatic,Second,13.2,1995.0,170.0,5.0,47.87,11.0,BMW,3 Series 320d
1035,Hyderabad,2008,61000,Petrol,Automatic,Second,10.8,2497.0,215.0,5.0,54.43,11.0,BMW,5 Series 2010-2013 525i
1036,Pune,2010,85046,Petrol,Manual,Second,18.06,1198.0,75.0,5.0,9.51,2.3,Nissan,Micra XE
1037,Delhi,2014,48000,Diesel,Automatic,First,16.36,2179.0,187.7,5.0,53.565,26.5,Jaguar,XF 2.2 Litre Luxury
1038,Bangalore,2011,55000,Diesel,Automatic,First,10.2,4367.0,308.0,7.0,120.0,67.0,Land Rover,Rover Range Rover TDV8 (Diesel)
1039,Mumbai,2017,4000,Petrol,Automatic,First,16.0,1368.0,160.0,5.0,23.68,17.75,Jeep,Compass 1.4 Limited Option
1040,Delhi,2010,94000,Petrol,Automatic,Second,10.1,2354.0,152.0,5.0,10.940000000000001,4.8,Honda,CR-V 2.4 AT
1041,Coimbatore,2013,61110,Petrol,Manual,First,18.6,1197.0,85.8,5.0,6.995,4.57,Maruti,Swift VXI
1042,Chennai,2016,80000,Diesel,Manual,First,24.4,1120.0,71.0,5.0,9.76,3.5,Hyundai,Xcent 1.1 CRDi S
1043,Kochi,2015,43190,Diesel,Manual,First,19.01,1461.0,108.5,5.0,9.51,7.61,Nissan,Terrano XV Premium 110 PS
1044,Hyderabad,2015,45000,Diesel,Automatic,First,18.25,1968.0,187.74,5.0,55.61,25.0,Audi,A4 35 TDI Technology
1045,Coimbatore,2016,44178,Petrol,Manual,First,18.9,1197.0,82.0,5.0,9.76,5.88,Hyundai,Grand i10 Asta Option
1046,Hyderabad,2015,84415,Diesel,Manual,First,12.99,2494.0,100.6,8.0,23.25,13.5,Toyota,Innova 2.5 G (Diesel) 8 Seater
1047,Kolkata,2015,35000,Petrol,Manual,First,18.5,1197.0,80.0,5.0,9.76,4.6,Hyundai,i20 1.2 Magna
1048,Kolkata,2013,44000,Diesel,Manual,First,22.77,1498.0,98.59,5.0,11.27,4.9,Ford,EcoSport 1.5 TDCi Titanium
1049,Hyderabad,2012,67635,Petrol,Manual,First,17.0,1497.0,118.0,5.0,10.940000000000001,5.25,Honda,City 1.5 S MT
1050,Coimbatore,2018,18385,Petrol,Automatic,First,14.8,1497.0,121.36,5.0,14.1,12.41,Ford,EcoSport 1.5 Petrol Titanium Plus AT
1051,Kolkata,2014,35000,Diesel,Manual,First,22.07,1199.0,73.9,5.0,11.26,3.8,Volkswagen,Polo Diesel Highline 1.2L
1052,Mumbai,2010,49000,Diesel,Automatic,First,19.27,2143.0,170.0,5.0,70.85,8.95,Mercedes-Benz,New C-Class C 220 CDI Avantgarde
1053,Hyderabad,2013,69000,Diesel,Manual,First,22.7,1498.0,89.84,5.0,11.27,7.2,Ford,Ecosport 1.5 DV5 MT Titanium
1054,Hyderabad,2017,23228,Petrol,Manual,First,14.4,1396.0,65.0,5.0,7.69,4.5,Tata,Indigo GLE
1055,Delhi,2014,68462,Diesel,Manual,First,26.59,1248.0,74.0,5.0,7.92,4.15,Maruti,Swift Dzire LDI
1056,Coimbatore,2016,74611,Diesel,Manual,First,25.1,1248.0,88.5,5.0,13.26,7.94,Maruti,S-Cross Zeta DDiS 200 SH
1057,Pune,2014,90000,Diesel,Manual,First,19.01,1461.0,108.45,5.0,12.69,7.25,Renault,Duster 110PS Diesel RxZ Pack
1058,Delhi,2016,22000,Petrol,Manual,First,18.9,998.0,67.1,5.0,5.44,3.7,Maruti,Wagon R VXI
1059,Hyderabad,2010,58163,Petrol,Manual,First,18.9,1086.0,62.0,5.0,9.76,2.45,Hyundai,Santro Xing GL
1060,Chennai,2011,109500,Diesel,Manual,Third,25.44,936.0,57.6,5.0,,1.5,Chevrolet,Beat Diesel LT
1061,Delhi,2017,13363,Diesel,Manual,First,16.0,1997.0,140.0,7.0,11.28,12.0,Mahindra,XUV500 W4 1.99 mHawk
1062,Delhi,2012,51000,Petrol,Manual,Second,19.81,1086.0,68.05,5.0,9.76,2.2,Hyundai,i10 Era 1.1
1063,Hyderabad,2007,103000,Diesel,Manual,First,13.93,2179.0,138.0,7.0,7.69,3.6,Tata,New Safari DICOR 2.2 EX 4x4
1064,Kolkata,2009,43002,Petrol,Manual,First,20.36,1197.0,78.9,5.0,9.76,1.92,Hyundai,i10 Sportz
1065,Bangalore,2016,108000,Diesel,Automatic,First,11.36,2755.0,171.5,7.0,28.05,20.5,Toyota,Innova Crysta 2.8 ZX AT
1066,Jaipur,2010,82407,Diesel,Manual,First,17.5,1896.0,106.0,5.0,31.365000000000002,4.25,Skoda,Laura Elegance MT
1067,Kolkata,2013,29000,Petrol,Manual,First,18.9,1197.0,82.0,5.0,9.76,3.2,Hyundai,Grand i10 Sportz
1068,Pune,2012,225000,Diesel,Manual,Second,23.59,1364.0,138.0,5.0,23.25,2.6,Toyota,Etios Liva GD
1069,Kolkata,2014,45000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,7.92,3.85,Maruti,Swift Dzire VDI
1070,Kochi,2010,93401,Diesel,Manual,First,23.0,1396.0,90.0,5.0,9.76,3.48,Hyundai,i20 Asta 1.4 CRDi (Diesel)
1071,Hyderabad,2017,95802,Diesel,Manual,Second,25.83,1498.0,99.0,5.0,11.27,4.55,Ford,Figo 2015-2019 1.5D Trend MT
1072,Pune,2016,130000,Diesel,Manual,First,25.47,1248.0,88.5,7.0,11.27,7.0,Maruti,Ertiga VDI
1073,Ahmedabad,2013,67443,Diesel,Manual,First,20.77,1248.0,88.8,7.0,12.34,5.75,Maruti,Ertiga ZDI
1074,Kochi,2016,47681,Petrol,Automatic,First,16.8,1497.0,116.3,5.0,10.940000000000001,8.73,Honda,City 1.5 V AT Sunroof
1075,Hyderabad,2009,35000,Petrol,Manual,First,19.7,796.0,46.3,5.0,7.92,1.7,Maruti,Alto LXi BSIII
1076,Hyderabad,2016,68000,Diesel,Automatic,First,10.91,3198.0,197.0,7.0,11.27,29.5,Ford,Endeavour 3.2 Titanium AT 4X4
1077,Kochi,2019,34688,Diesel,Manual,First,24.3,1248.0,88.5,5.0,11.2,10.49,Maruti,Vitara Brezza ZDi Plus
1078,Kolkata,2015,10512,Petrol,Automatic,First,8.6,2706.0,265.0,2.0,136.0,64.0,Porsche,Boxster S tiptronic
1079,Pune,2016,58000,Diesel,Manual,First,22.9,1248.0,74.0,5.0,7.92,7.55,Maruti,Swift ZDi
1080,Mumbai,2014,40000,Petrol,Manual,First,17.57,1193.0,88.7,5.0,8.56,3.95,Tata,Zest Revotron 1.2 XT
1081,Bangalore,2010,61000,Petrol,Manual,Fourth & Above,17.0,1197.0,80.0,5.0,9.76,3.25,Hyundai,i20 1.2 Sportz Option
1082,Mumbai,2009,86000,Diesel,Manual,First,19.4,1422.0,70.0,5.0,31.365000000000002,2.75,Skoda,Fabia 1.4 TDI Active
1083,Kolkata,2015,45000,Diesel,Manual,First,21.43,1364.0,87.2,5.0,23.25,7.35,Toyota,Corolla Altis D-4D J
1084,Ahmedabad,2017,55000,Petrol,Manual,First,17.0,1198.0,73.75,5.0,11.26,4.7,Volkswagen,Ameo 1.2 MPI Comfortline
1085,Kochi,2016,36855,Petrol,Manual,Second,15.29,1591.0,121.3,5.0,9.76,8.77,Hyundai,Creta 1.6 VTVT S
1086,Kochi,2013,46821,Petrol,Manual,First,20.36,1197.0,78.9,5.0,9.76,3.42,Hyundai,i10 Magna 1.2
1087,Kolkata,2015,120000,Petrol,Manual,First,18.6,1199.0,76.8,5.0,,2.5,Chevrolet,Beat LS
1088,Kolkata,2012,29000,Diesel,Automatic,First,14.74,2993.0,270.9,5.0,53.565,20.0,Jaguar,XF 3.0 Litre S Premium Luxury
1089,Mumbai,2014,40000,Petrol,Manual,First,13.24,1598.0,102.5,5.0,9.51,5.25,Nissan,Terrano XL
1090,Delhi,2013,60000,Diesel,Automatic,Second,15.73,1968.0,174.33,5.0,55.61,14.5,Audi,Q3 2012-2015 2.0 TDI Quattro Premium Plus
1091,Mumbai,2011,64984,Petrol,Automatic,First,16.95,1197.0,78.9,5.0,9.76,3.45,Hyundai,i10 Asta AT
1092,Pune,2015,73204,Petrol,Automatic,First,24.07,998.0,67.1,5.0,7.92,3.3,Maruti,Alto K10 VXI AGS
1093,Bangalore,2014,50000,Diesel,Automatic,First,11.33,4134.0,335.2,7.0,55.61,51.0,Audi,Q7 4.2 TDI Quattro Technology
1094,Kolkata,2017,35000,Diesel,Manual,First,24.3,1248.0,88.5,5.0,9.46,6.5,Maruti,Vitara Brezza VDi
1095,Hyderabad,2013,17729,Petrol,Manual,First,21.1,814.0,55.2,5.0,9.76,3.65,Hyundai,EON D Lite Plus
1096,Chennai,2012,97000,Diesel,Manual,First,20.0,1497.0,115.0,5.0,12.79,7.25,Mahindra,XUV300 W8 Diesel
1097,Kochi,2014,89614,Diesel,Manual,First,22.0,1582.0,126.2,5.0,15.57,6.01,Hyundai,Verna CRDi 1.6 SX Option
1098,Kolkata,2015,14000,Petrol,Manual,First,18.9,998.0,67.1,5.0,5.44,2.8,Maruti,Wagon R VXI
1099,Chennai,2012,50000,Petrol,Manual,First,17.0,1197.0,80.0,5.0,9.76,4.0,Hyundai,i20 Sportz Option
1100,Delhi,2014,62505,Petrol,Manual,First,17.4,1497.0,117.3,5.0,10.940000000000001,5.95,Honda,City i VTEC V
1101,Chennai,2011,248000,Diesel,Manual,Second,12.8,2494.0,102.0,7.0,23.25,9.2,Toyota,Innova 2.5 V Diesel 7-seater
1102,Pune,2012,94900,Diesel,Manual,First,16.8,1493.0,110.0,5.0,9.76,5.35,Hyundai,Verna CRDi SX
1103,Delhi,2017,55000,Diesel,Manual,First,17.6,2179.0,153.86,7.0,19.86,12.0,Tata,Hexa XT
1104,Coimbatore,2015,53735,Diesel,Automatic,Second,12.07,2967.0,241.4,7.0,55.61,38.94,Audi,Q7 3.0 TDI Quattro Premium Plus
1105,Coimbatore,2008,53934,Petrol,Manual,Second,18.9,998.0,67.1,5.0,5.44,2.69,Maruti,Wagon R VXI
1106,Bangalore,2013,58500,Diesel,Automatic,Second,17.09,1995.0,218.0,5.0,54.43,27.5,BMW,5 Series 2013-2017 525d Luxury Line
1107,Kolkata,2014,48000,Petrol,Manual,First,18.0,1198.0,86.7,5.0,10.940000000000001,2.75,Honda,Amaze EX i-Vtech
1108,Mumbai,2016,24000,Petrol,Manual,First,24.7,796.0,47.3,5.0,7.92,2.8,Maruti,Alto 800 2016-2019 LXI
1109,Mumbai,2016,52001,Petrol,Manual,First,17.01,1591.0,121.3,5.0,9.76,6.45,Hyundai,Verna 1.6 SX VTVT
1110,Coimbatore,2018,9565,Petrol,Manual,First,23.84,1199.0,84.0,5.0,6.59,5.88,Tata,Tiago 1.2 Revotron XZ
1111,Pune,2013,32953,Petrol,Manual,First,18.6,1197.0,85.8,5.0,7.92,4.65,Maruti,Swift LXI
1112,Jaipur,2014,18000,Petrol,Manual,First,21.1,814.0,55.2,5.0,9.76,2.5,Hyundai,EON Era
1113,Kochi,2018,20446,Petrol,Automatic,First,12.6,1950.0,191.34,5.0,86.97,51.35,Mercedes-Benz,E-Class E 220 d
1114,Hyderabad,2016,33016,Diesel,Manual,First,22.54,1396.0,88.73,5.0,9.76,6.85,Hyundai,i20 Magna 1.4 CRDi
1115,Chennai,2012,48000,Diesel,Manual,First,23.59,1364.0,67.05,5.0,23.25,5.25,Toyota,Etios VD
1116,Coimbatore,2014,72022,Diesel,Manual,First,21.43,1364.0,87.2,5.0,23.25,9.23,Toyota,Corolla Altis Diesel D4DG
1117,Ahmedabad,2014,34000,Diesel,Automatic,First,20.7,1496.0,113.98,5.0,42.12,22.0,Mini,Cooper 5 DOOR D
1118,Hyderabad,2014,69000,Diesel,Manual,First,20.14,1498.0,88.8,5.0,10.15,5.19,Volkswagen,Polo 1.5 TDI Highline
1119,Pune,2009,108000,Petrol,Automatic,First,13.7,1798.0,157.75,5.0,31.365000000000002,4.35,Skoda,Superb Elegance 1.8 TSI AT
1120,Hyderabad,2013,34700,Diesel,Automatic,First,10.0,2148.0,170.0,5.0,70.85,24.5,Mercedes-Benz,E-Class 2009-2013 E 220 CDI Avantgarde
1121,Pune,2015,79000,Diesel,Manual,First,17.8,1248.0,75.0,5.0,7.92,5.75,Maruti,Swift VDi BSIII W/ ABS
1122,Kochi,2016,58197,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,10.940000000000001,9.19,Honda,City i VTEC CVT VX
1123,Pune,2008,66000,Petrol,Automatic,Second,8.45,2979.0,321.0,5.0,54.43,10.75,BMW,7 Series 2007-2012 740Li
1124,Bangalore,2009,60000,Petrol,Automatic,First,19.2,1197.0,80.0,5.0,9.76,2.99,Hyundai,i10 Magna AT
1125,Kolkata,2014,57000,Diesel,Manual,First,26.59,1248.0,74.0,5.0,7.92,3.89,Maruti,Swift Dzire VDI
1126,Coimbatore,2018,45555,Diesel,Manual,First,26.0,1498.0,98.6,5.0,10.940000000000001,11.73,Honda,City i DTec VX
1127,Coimbatore,2016,55137,Petrol,Manual,First,14.0,796.0,35.0,5.0,7.92,3.11,Maruti,Omni 8 Seater BSIV
1128,Jaipur,2014,93325,Diesel,Manual,Second,17.2,1968.0,138.1,5.0,31.365000000000002,14.45,Skoda,Superb 2009-2014 Elegance 2.0 TDI MT
1129,Ahmedabad,2018,38000,Diesel,Manual,First,24.52,1248.0,88.5,7.0,7.92,8.7,Maruti,Ertiga SHVS VDI
1130,Kochi,2016,57738,Diesel,Manual,First,24.0,1120.0,70.0,5.0,9.76,5.04,Hyundai,Grand i10 CRDi Magna
1131,Jaipur,2017,38282,Diesel,Manual,First,28.09,1248.0,88.5,5.0,7.92,8.5,Maruti,Ciaz VDi Plus SHVS
1132,Delhi,2014,64000,Diesel,Automatic,First,19.27,2143.0,170.0,5.0,70.85,15.65,Mercedes-Benz,New C-Class C 220 CDI Avantgarde
1133,Mumbai,2015,32000,Diesel,Manual,First,20.5,1248.0,91.72,5.0,9.5,5.65,Fiat,Avventura MULTIJET Emotion
1134,Bangalore,2010,83000,Petrol,Automatic,First,10.93,2497.0,204.0,5.0,70.85,16.5,Mercedes-Benz,E-Class 2009-2013 E 250 Elegance
1135,Ahmedabad,2011,76000,CNG,Manual,First,26.3,998.0,67.1,5.0,7.92,2.0,Maruti,Zen Estilo LXI Green (CNG)
1136,Pune,2012,67200,Petrol,Manual,First,15.04,1598.0,103.6,5.0,11.26,3.9,Volkswagen,Vento Petrol Highline
1137,Jaipur,2013,62655,Diesel,Automatic,First,18.88,1995.0,184.0,5.0,54.43,14.5,BMW,3 Series 320d Luxury Line
1138,Bangalore,2015,16900,Diesel,Automatic,First,14.69,2993.0,258.0,5.0,54.43,44.0,BMW,5 Series 2013-2017 530d M Sport
1139,Delhi,2017,8471,Petrol,Manual,First,18.9,1197.0,81.86,5.0,6.54,5.0,Hyundai,Grand i10 1.2 Kappa Magna
1140,Hyderabad,2016,69000,Diesel,Automatic,First,11.36,2755.0,171.5,7.0,26.56,19.75,Toyota,Innova Crysta 2.8 ZX AT
1141,Coimbatore,2017,30090,Diesel,Automatic,First,19.6,1461.0,108.45,5.0,15.05,11.44,Renault,Duster 110PS Diesel RxZ AMT
1142,Chennai,2011,120000,Diesel,Manual,First,18.0,1248.0,75.0,5.0,7.69,1.75,Tata,Indica Vista Aura 1.3 Quadrajet
1143,Bangalore,2013,23000,Diesel,Manual,First,17.8,1248.0,74.0,5.0,7.92,5.6,Maruti,Swift VDI BSIV
1144,Kochi,2016,35939,Petrol,Manual,First,12.3,1796.0,185.0,5.0,70.85,30.42,Mercedes-Benz,E-Class 2009-2013 E 200 CGI Avantgarde
1145,Coimbatore,2013,116694,Diesel,Manual,First,15.1,2179.0,140.0,7.0,11.28,9.57,Mahindra,XUV500 W8 4WD
1146,Mumbai,2016,40448,Diesel,Manual,First,15.96,2523.0,62.1,7.0,11.01,3.5,Mahindra,Bolero ZLX
1147,Coimbatore,2018,64456,Diesel,Manual,First,24.3,1248.0,88.5,5.0,11.0,10.46,Maruti,Vitara Brezza ZDi
1148,Pune,2014,52782,Diesel,Manual,First,20.5,1248.0,91.72,5.0,9.5,4.85,Fiat,Avventura MULTIJET Emotion
1149,Kochi,2016,51672,Petrol,Manual,First,19.5,1199.0,88.76,5.0,7.55,5.68,Honda,Amaze S Petrol
1150,Mumbai,2015,56073,Petrol,Automatic,First,13.7,1798.0,157.75,5.0,31.365000000000002,13.25,Skoda,Superb Elegance 1.8 TSI AT
1151,Bangalore,2011,65000,Diesel,Automatic,First,14.74,2993.0,270.9,5.0,53.565,16.0,Jaguar,XF 3.0 Litre S Premium Luxury
1152,Chennai,2013,79000,Petrol,Manual,First,18.9,998.0,67.1,5.0,7.92,3.0,Maruti,Wagon R VXI BSIII
1153,Kolkata,2007,43206,Petrol,Manual,First,17.0,1086.0,82.0,5.0,9.76,0.99,Hyundai,Santro Xing XL eRLX Euro III
1154,Mumbai,2010,70200,Petrol,Automatic,First,14.53,1798.0,138.1,5.0,23.25,5.0,Toyota,Corolla Altis VL
1155,Delhi,2016,42000,Petrol,Manual,First,16.1,1197.0,85.0,5.0,7.92,4.75,Maruti,Swift VXi BSIV
1156,Bangalore,2014,62000,Petrol,Manual,First,16.47,1198.0,74.0,5.0,11.26,5.35,Volkswagen,Polo 1.2 MPI Highline
1157,Hyderabad,2017,20000,Petrol,Manual,First,18.9,1197.0,81.86,5.0,7.82,5.98,Hyundai,Grand i10 1.2 Kappa Asta
1158,Chennai,2011,80000,Diesel,Manual,Third,21.5,1248.0,88.8,5.0,7.92,3.5,Maruti,SX4 ZDI
1159,Kochi,2018,50234,Petrol,Manual,First,18.9,1197.0,81.86,5.0,6.32,4.77,Hyundai,Grand i10 1.2 Kappa Magna
1160,Delhi,2016,50003,Petrol,Manual,First,21.4,1197.0,83.1,5.0,7.92,5.45,Maruti,Baleno Delta 1.2
1161,Ahmedabad,2018,1000,Petrol,Automatic,First,20.3,1199.0,84.0,5.0,7.69,6.85,Tata,Tigor 1.2 Revotron XTA
1162,Jaipur,2016,54897,Diesel,Automatic,First,26.59,1248.0,74.0,5.0,7.92,7.3,Maruti,Swift Dzire AMT ZDI
1163,Pune,2007,108995,Petrol,Manual,First,15.3,1193.0,65.3,5.0,7.69,1.25,Tata,Indica GLS BS IV
1164,Chennai,2015,73000,Diesel,Manual,First,22.7,1598.0,118.0,5.0,7.92,8.25,Maruti,SX4 S Cross DDiS 320 Zeta
1165,Ahmedabad,2008,65000,Petrol,Manual,First,16.1,1298.0,88.2,5.0,7.92,2.71,Maruti,Swift VXI BSIII
1166,Kolkata,2016,32000,Petrol,Manual,First,19.1,1197.0,82.0,5.0,9.76,3.6,Hyundai,Xcent 1.2 Kappa SX
1167,Ahmedabad,2010,65000,Petrol,Manual,First,18.5,1197.0,80.0,5.0,9.76,3.0,Hyundai,i20 1.2 Magna
1168,Hyderabad,2016,21600,Petrol,Automatic,First,23.1,998.0,67.04,5.0,7.92,4.65,Maruti,Celerio VXI AT
1169,Mumbai,2010,39000,Diesel,Automatic,First,14.84,2143.0,170.0,5.0,70.85,9.5,Mercedes-Benz,New C-Class C 220 CDI Elegance AT
1170,Mumbai,2011,58075,Petrol,Manual,First,17.5,1298.0,85.8,5.0,7.92,2.95,Maruti,Swift Dzire VXi
1171,Mumbai,2011,58000,Petrol,Manual,First,15.04,1598.0,103.6,5.0,11.26,3.0,Volkswagen,Vento Petrol Trendline
1172,Hyderabad,2015,58000,Diesel,Manual,First,25.2,1248.0,74.0,5.0,7.92,5.95,Maruti,Swift ZDi
1173,Delhi,2008,89000,Petrol,Automatic,First,14.53,1798.0,138.1,5.0,23.25,4.0,Toyota,Corolla Altis VL
1174,Delhi,2008,72000,Petrol,Manual,First,13.5,1799.0,130.0,5.0,10.940000000000001,2.5,Honda,Civic 2006-2010 1.8 V MT
1175,Kolkata,2017,1800,Petrol,Automatic,First,16.05,1499.0,110.4,5.0,11.27,11.37,Ford,EcoSport 1.5 Ti VCT AT Titanium BE
1176,Pune,2010,172050,Diesel,Manual,Second,19.0,1248.0,93.0,5.0,9.5,2.25,Fiat,Linea Emotion Pack (Diesel)
1177,Jaipur,2013,46230,Petrol,Manual,First,19.81,1086.0,68.05,5.0,9.76,3.1,Hyundai,i10 Era
1178,Kochi,2014,86925,Diesel,Automatic,First,11.2,2400.0,215.0,5.0,45.67,17.18,Volvo,XC60 D5 Inscription
1179,Jaipur,2018,5000,Petrol,Manual,First,18.6,1197.0,81.83,5.0,9.76,6.5,Hyundai,i20 1.2 Asta
1180,Ahmedabad,2014,66000,Diesel,Manual,First,26.0,1498.0,98.6,5.0,10.940000000000001,5.7,Honda,City i DTEC S
1181,Ahmedabad,2013,119000,Diesel,Manual,First,12.99,2494.0,100.0,8.0,23.25,8.0,Toyota,Innova 2.5 VX (Diesel) 8 Seater BS IV
1182,Chennai,2016,45000,Petrol,Manual,First,25.17,799.0,53.3,5.0,12.69,2.6,Renault,KWID RXT
1183,Hyderabad,2009,66149,Petrol,Manual,First,19.0,998.0,66.1,5.0,7.92,2.45,Maruti,A-Star Vxi
1184,Kochi,2014,42070,Petrol,Automatic,First,14.8,1595.0,120.7,5.0,70.85,11.57,Mercedes-Benz,B Class B180
1185,Kolkata,2012,35503,Petrol,Manual,First,18.9,998.0,67.1,5.0,7.92,2.3,Maruti,Wagon R LXI BS IV
1186,Jaipur,2016,41460,Diesel,Manual,First,25.2,1248.0,74.0,5.0,7.92,5.9,Maruti,Swift VDI BSIV
1187,Mumbai,2015,40600,Petrol,Automatic,First,17.0,1591.0,121.3,5.0,15.14,7.2,Hyundai,Verna VTVT 1.6 AT SX Option
1188,Ahmedabad,2013,87000,Diesel,Automatic,First,22.0,1582.0,126.2,5.0,15.72,5.9,Hyundai,Verna CRDi 1.6 AT SX Option
1189,Chennai,2014,30000,Petrol,Manual,Second,16.8,1497.0,116.3,5.0,10.940000000000001,6.0,Honda,City V MT
1190,Kolkata,2010,27089,Petrol,Manual,First,16.0,1086.0,66.7,5.0,9.76,1.95,Hyundai,i10 Magna Optional 1.1L
1191,Coimbatore,2016,53702,Diesel,Manual,First,23.59,1364.0,67.04,5.0,23.25,6.55,Toyota,Etios GD SP
1192,Hyderabad,2015,51000,Diesel,Automatic,First,27.03,1969.0,190.0,5.0,45.67,25.0,Volvo,S60 D4 Momentum
1193,Kolkata,2012,36542,Diesel,Manual,First,20.0,1399.0,68.05,5.0,11.27,2.65,Ford,Figo Diesel EXI
